--cc-algorithm (Client),--cc-algorithm (Server),--initial-cwnd-packets (Client),--initial-cwnd-packets (Server),--max-data (Client),--max-data (Server),--max-stream-data (Client),--max-stream-data (Server),--max-stream-window (Client),--max-stream-window (Server),--max-streams-bidi (Client),--max-streams-bidi (Server),--max-streams-uni (Client),--max-streams-uni (Server),--max-window (Client),--max-window (Server),Goodput (kbps),Test Number
bbr2,cubic,9,12,13628377,12282121,1424710,858251,14430423,18740006,118,88,84,119,22256287,20593064,30825.386547979644,1316
bbr2,bbr,9,12,10129778,12880042,1510720,774339,13012909,19484897,92,86,86,108,21818934,25859952,35850.422092311135,1317
cubic,bbr,9,11,13374439,12471208,1364438,735491,14702956,20085545,91,91,82,103,22584528,24169905,36473.74693628384,1318
bbr2,bbr,9,12,10711013,12699260,1309643,724858,14017664,18305104,110,87,85,106,21527747,20872065,35769.08185699203,1319
reno,reno,9,12,12639292,12993138,1455860,754371,14980600,18584528,89,101,83,118,21013388,28724087,27377.588166219655,1320
bbr2,cubic,8,12,10408653,11207466,1347224,806326,13395325,19824842,105,89,84,120,21398613,25824447,35830.852023070525,1321
bbr2,bbr,9,12,12057148,12546732,1391391,871689,14510601,19203380,91,88,82,107,22000868,21351019,35152.993277498266,1322
bbr2,bbr,8,11,12453117,12188795,1416456,961181,14825895,18881933,84,86,82,105,22878246,25549560,36343.70997845877,1323
bbr2,bbr,8,12,11793198,12383624,1288029,779218,12755323,19627284,82,85,83,118,21727507,22086654,35538.18786171614,1324
bbr2,bbr,9,11,12819609,12058100,1689213,835999,13573559,19387680,112,90,113,119,21244441,21090731,35882.718042933804,1325
bbr2,cubic,8,12,12209275,12756452,1365062,718170,12166189,20396689,85,99,85,109,22420741,26351945,35776.09913543095,1326
bbr2,bbr,8,12,11637823,12887597,1313193,700199,14368221,19055468,117,91,99,107,21524311,26948969,35792.631126665074,1327
bbr2,bbr,8,11,13821676,13055776,1442125,916721,15123299,19874633,87,84,84,117,21114035,20473801,35975.00287333154,1328
cubic,bbr,8,12,12991312,12574885,1385286,761851,13148140,13605832,85,83,87,120,24261096,21914737,36338.21547589085,1329
bbr2,bbr2,9,12,11863833,15189373,1073183,744999,14206116,20074501,88,88,115,104,25991272,21559682,35083.57046903518,1330
bbr2,cubic,8,12,10511469,12417849,1339072,795050,14710827,18694040,112,89,82,106,23745502,20782369,34749.46614057435,1331
bbr2,bbr,8,12,12545840,12279770,1405799,1027934,13853653,18411330,119,97,83,119,21746291,21746162,34857.56100358232,1332
bbr2,bbr,8,12,11939876,12801807,1482379,1539094,14583085,19713815,80,87,116,105,21388640,20511271,36094.9225938785,1333
bbr2,bbr,9,11,10781597,12638467,1371579,842642,12987426,19511364,109,98,91,120,22228196,23933799,35961.847536761976,1334
bbr2,bbr,8,12,12289402,13068731,1263258,740793,14992136,19284597,119,89,114,118,22037881,28935908,36339.6164949454,1335
bbr2,cubic,8,12,13165550,12456505,1435680,814113,15175919,19003739,106,90,83,106,21014012,21235371,35600.703474594106,1336
bbr2,bbr,8,12,10315797,12720550,1340209,894333,17204420,18194810,90,88,84,108,21567440,22421665,35719.44469401581,1337
bbr2,bbr,8,11,12064415,12929932,1314729,1636637,13400435,18527507,92,86,105,117,21389506,22795617,36999.711980677566,1338
reno,bbr,9,12,12661048,12563379,1414376,775746,14064214,19898802,105,85,82,120,21910674,25722326,36559.522372344036,1339
bbr2,cubic,8,12,12424184,12256792,1353108,728693,14794240,19678988,87,90,116,119,21276174,28509990,37400.255380466966,1340
cubic,bbr,8,12,12184672,13148985,1397126,700012,12787931,18890205,117,81,86,108,21672983,26791570,36374.83484428857,1341
bbr2,bbr,11,11,10594399,12021606,1456743,762638,13231199,19346175,118,84,81,118,20976452,20819966,35985.11110262692,1342
bbr2,reno,9,12,12795921,12830157,1286104,867757,14465966,20238349,100,87,115,109,21232853,22011087,24991.845764892278,1343
bbr2,bbr,8,12,10207547,12424823,1371199,1071648,14343423,19166996,107,100,82,107,21851518,21427062,37665.46706867791,1344
bbr2,cubic,8,12,11861719,16230948,1326652,781432,12559704,18737843,104,89,84,106,22409922,21037813,36165.69655523858,1345
bbr2,bbr,8,12,12336089,12635193,1433133,835365,14957509,14103900,110,88,82,120,21449776,20660922,36713.528313497154,1346
bbr2,bbr,8,11,11576361,12991347,1487967,994436,18193505,18326610,120,98,81,119,21115553,20386649,33713.912290699926,1347
bbr2,bbr,9,12,11976377,12159350,1380753,800531,13649057,19532106,85,92,83,104,22105700,29074134,36419.57449321068,1348
bbr2,bbr,8,12,12935311,12349562,1348660,721048,15258004,20058255,118,107,85,117,21578980,28777831,36977.775270061895,1349
bbr2,cubic,8,11,10393317,12528893,1394734,747911,13036521,19837586,113,86,81,105,21742933,27147697,34539.7260409341,1350
cubic,bbr,8,12,12136163,12738605,1413129,909308,14616909,18101700,112,91,114,118,20897817,26129132,32669.481096069667,1351
bbr2,bbr,9,12,12497820,13138320,1300598,1092727,14173653,20548557,91,87,115,119,21324667,21752280,36027.751555377276,1352
bbr2,bbr,8,11,10550569,12883972,1045122,1042349,13786320,18442164,100,89,83,107,21119999,23033488,35675.26970343786,1353
bbr2,bbr2,8,10,12286473,12478765,1328011,720915,14784248,19391394,111,83,116,120,21581074,21523066,35077.922289718124,1354
bbr2,cubic,9,12,12067506,12268532,1452519,816455,13317110,15880180,119,85,93,106,22549314,20496740,33639.80983736723,1355
bbr2,bbr,8,12,11713167,12752631,1517327,1490900,15123354,18926241,117,90,116,85,22004111,21264211,37285.9668157612,1356
bbr2,bbr,8,12,10806940,12601997,1361399,763867,14597334,18639782,105,115,80,108,21294633,20751126,36172.79233889225,1357
bbr2,bbr,11,10,12611374,13011826,1243484,957581,14266229,11767506,101,88,117,84,21785814,21021283,35571.492117635236,1358
reno,bbr,8,10,10123781,12393618,1383378,1101166,14836063,19122712,119,87,82,119,22248239,29097451,35568.02315400372,1359
bbr2,cubic,9,12,10671664,10819218,1416340,870103,18396604,19763208,104,84,84,117,21492341,20312313,35112.11790923079,1360
bbr2,bbr,8,11,10004014,13245576,1273453,801567,15335367,19598973,109,86,81,120,21053957,21949090,32802.9684769428,1361
bbr2,bbr,8,12,13072721,15317057,1313860,740927,13468845,20340046,100,99,85,118,20864187,23672263,36711.3110607347,1362
cubic,bbr,8,10,12411616,11921371,1349974,1127575,12906332,20032263,102,97,87,107,21289691,20605567,35134.91280991078,1363
bbr2,cubic,8,12,12207758,12667578,1469883,780930,15037901,18601192,100,114,117,103,21696533,21527620,31851.5101222215,1364
bbr2,bbr,9,10,10436826,12865155,1432829,1065839,13974443,19273484,118,90,83,106,22735106,21792718,35296.66107184168,1365
bbr2,bbr,8,12,12695197,12158419,1294549,1591613,14432624,18900380,103,92,80,109,21935238,22141464,34935.458627928936,1366
bbr2,reno,8,11,13305194,13072555,1388674,1158225,13133514,19469376,90,89,112,101,21381255,30044900,29395.271516861987,1367
bbr2,bbr,8,10,10967731,12546295,1333310,1012108,12765412,18374367,102,88,115,119,21524865,29254592,35767.648230124345,1368
bbr,cubic,9,12,11968568,12382524,1362797,724109,14549405,19834698,111,85,82,105,21163846,28911767,23959.271048884737,1369
bbr2,bbr,8,12,10258469,12781836,1408149,700506,14764020,20189480,117,91,116,118,20917865,20904019,34470.50638960765,1370
bbr2,bbr,8,10,13497857,13198968,1439692,1518330,15223427,19639791,101,110,81,120,22147347,22558418,35959.134385594756,1371
bbr2,bbr,8,12,11837241,12285221,1372845,1455544,13595823,18065167,113,82,117,116,22357313,20395027,37679.17083085354,1372
bbr2,bbr,8,10,12811996,12630771,1324602,753091,14893083,19142106,99,99,83,107,27648732,21170958,36708.22663280256,1373
bbr,cubic,9,12,12111843,12915876,1402004,843453,14181432,20886612,101,87,114,119,21697920,29882816,29451.331410545605,1374
cubic,bbr,8,12,12383478,12490048,1495869,892769,13279460,18802227,86,90,84,105,21488903,20642300,34063.44893005155,1375
bbr2,bbr,8,11,12213934,12985946,1130049,937376,12419586,11744619,108,106,81,108,21117811,24610447,36126.9917286038,1376
bbr2,bbr,8,10,11552911,14888740,1461443,1211825,15036786,19953986,94,101,113,117,21928807,21676384,35703.268944706084,1377
bbr2,cubic,9,12,12568061,15119840,1350858,1683311,14330506,18618044,112,84,80,118,21286404,22244197,32737.040478516217,1378
bbr2,bbr,8,10,10409563,12714224,1300292,1565219,13758700,19356836,120,89,82,104,20780177,21348087,35568.867708921214,1379
bbr,bbr2,12,11,11921512,13198865,1273279,1143302,15411193,18268466,116,86,117,120,21636146,20455835,35639.469253414034,1380
bbr2,bbr,9,12,12951096,14357653,1423604,1116720,14649556,19017220,110,88,116,106,21406202,29562522,35348.316652114845,1381
reno,bbr,8,12,10569067,12489080,1334651,794722,13973781,19610748,103,96,81,119,21012863,21960466,35165.94667220025,1382
bbr2,bbr,8,10,11690292,12192493,1383535,827946,12953594,20030851,100,83,83,107,25610146,20282368,35326.21104996899,1383
bbr2,cubic,8,12,12099376,12351014,1367243,767938,12626790,18454150,104,87,118,120,21914472,20836020,37434.06895973139,1384
bbr2,bbr,8,9,12270644,12818139,1439255,1167803,14475725,20408403,102,98,86,118,22463562,28631716,37015.95701023822,1385
bbr,bbr,10,12,10257812,13124818,1400437,729040,14905573,18787345,119,88,85,108,22126955,30043373,34646.47503449734,1386
bbr2,bbr,9,10,12444528,12652333,1302651,1083429,13340135,19752697,117,89,98,84,22972848,29093195,35095.577056151364,1387
bbr2,cubic,8,11,13192126,12025147,1343952,1191422,15151484,19286759,99,86,80,102,21224957,23237665,23708.493712532458,1388
cubic,bbr,8,12,12760134,12546491,1470777,725339,17891449,19119144,118,90,115,98,21775524,29791118,36037.471442330905,1389
bbr2,bbr,8,9,11806904,12974915,1415316,859714,13132008,19447398,101,84,82,85,24818349,29329524,34563.29304812306,1390
bbr2,bbr,10,10,12049687,13348326,1377834,759683,16267340,18573303,92,91,117,119,21540668,24292782,37270.527183342325,1391
bbr,cubic,9,12,12347952,12349619,1099399,797518,14695842,20696893,113,85,89,117,20840703,21657616,35313.98670138312,1392
bbr2,reno,8,9,10723496,12826784,1318820,1055449,16806026,19794314,100,89,84,106,21317118,28850212,31892.622267101502,1393
bbr2,bbr,8,12,10479101,13112482,1256318,745028,13540866,20185828,111,100,80,105,21029131,21062319,35147.35217750724,1394
bbr2,bbr,10,10,12599651,13239921,1444529,1146019,15357592,18126120,116,87,82,104,21608516,20632994,32904.3602962433,1395
bbr2,bbr,11,12,11941428,12655718,1353763,820672,14334778,19534588,101,109,114,120,22264851,20136135,34842.51808248788,1396
bbr,bbr,8,11,12896668,12403772,1389874,1102468,14925424,18927281,106,88,81,116,21406184,25087189,35354.49925886527,1397
bbr2,cubic,9,9,13068817,12117654,1416129,1219910,14054813,19875947,103,85,116,107,21854001,28341874,35565.1730772329,1398
bbr2,bbr,8,10,10350187,12491921,1286077,914070,14540683,19105586,118,86,117,109,22571928,26675809,35676.98422892178,1399
bbr2,bbr,8,12,12217072,13030878,1324134,1180818,13060292,11979741,99,92,84,118,21115851,21453281,37846.087490852726,1400
bbr2,bbr,10,10,12116113,12727248,1368016,968777,17064691,18323186,105,90,83,119,20771747,29513141,35415.27821227446,1401
cubic,cubic,8,12,11773788,12263606,1237633,771607,15165770,19305367,102,97,118,86,22030925,29842398,33197.1903947243,1402
bbr,bbr,9,11,12430860,13325279,1484407,721858,15574019,18759579,81,89,115,106,21657945,21867220,36128.68770804899,1403
bbr2,bbr2,8,12,10545200,12570805,1342326,1476457,14749254,20103246,115,103,82,83,21217527,20383527,34543.85079192257,1404
bbr2,bbr,10,10,10136801,15268328,1395501,1150166,12878447,19576177,100,88,103,110,21504894,30061334,36016.90799995707,1405
bbr2,bbr,8,9,12735011,12869708,1543147,700809,13821901,18614027,107,102,80,119,20986194,30184130,36800.14599667296,1406
bbr2,bbr,8,12,10888254,13036194,1428641,883728,15036413,19941653,112,83,118,108,21359689,20774707,36391.02506538674,1407
bbr,cubic,10,12,12000659,12482420,1459591,1126009,14242355,21321415,104,91,81,117,21791755,21227736,35468.99140569306,1408
reno,bbr,8,9,11624528,13438891,1365903,1195314,13393442,15471532,109,98,107,120,22848366,29341559,35891.71482616585,1409
bbr2,bbr,8,10,12306028,12695721,1308156,847988,14535485,17942250,120,87,119,120,21212243,22356272,34398.31908238432,1410
bbr2,bbr,9,12,12594478,12256949,1403456,786483,15347742,18455651,102,90,85,119,22259212,20504533,36391.08821336091,1411
bbr2,cubic,10,11,11881560,13237316,1344597,749634,12654196,13188696,99,99,117,84,21534464,21636428,36305.88040788787,1412
bbr2,bbr,8,10,12866705,12896724,1437990,1028062,14787674,19703610,119,84,101,118,22075384,20960559,36326.93255407289,1413
bbr,bbr,8,9,10312654,12342248,1383309,1085202,12219967,14643253,117,86,109,107,20751148,29603668,36348.24537533733,1414
bbr2,reno,8,12,12181822,15398431,1312904,1241406,14109539,18962511,103,88,83,85,20986527,30197228,31477.5082337287,1415
cubic,bbr,9,12,10715041,12567722,1283005,1168831,13599854,20297938,100,87,116,105,21730710,29794222,35965.254971231596,1416
bbr2,cubic,10,11,12012793,15005052,1359020,821456,16568534,19369658,101,85,80,117,21361451,21979424,36364.08089164437,1417
bbr2,bbr,8,10,12518525,13119289,1502473,990713,13196242,18233201,103,89,81,108,21157083,29043562,35629.93258071901,1418
bbr2,bbr,9,12,10621674,12743362,1422324,740586,14398541,18748661,111,91,113,106,21982539,21428657,36064.56930082025,1419
bbr,bbr,8,9,12287168,12424727,1329706,1119121,15799021,19780404,102,90,83,119,21508588,28629709,36380.482427132636,1420
bbr2,bbr,10,10,10416332,13345740,1390334,1436033,14901689,19204520,118,88,114,118,22413118,20262221,34804.19495408943,1421
bbr2,cubic,8,12,12989994,11783240,1460123,780831,15092268,19511568,101,100,82,104,21767836,20675083,36619.7544628728,1422
bbr2,bbr,8,9,11465564,12927390,1259770,1217255,14720089,20057177,100,84,115,120,21277103,25946990,33341.884156876746,1423
bbr2,bbr,10,12,11760224,12616550,1367913,802751,12817529,11944848,99,111,116,103,22629877,29229347,35688.216169487176,1424
bbr,bbr,8,10,12142276,12083034,1409304,701930,18826960,20550862,110,89,84,86,20964340,29899031,34871.25425154868,1425
bbr2,cubic,8,11,12423190,14704120,1337108,1169517,15287990,18961260,119,82,81,109,21608029,21791208,35582.899219209634,1426
bbr2,bbr2,9,12,10118920,12834059,1019781,760944,13050790,18548232,104,86,118,116,21458879,29472964,34565.07326415601,1427
bbr2,bbr,9,9,12717228,14126020,1440644,732438,14595292,19625043,82,87,86,106,20690411,22115543,36029.20610923084,1428
cubic,bbr,10,10,13165127,13138462,1296037,937017,13838477,19256857,102,96,80,107,21885169,28797355,36276.99116536793,1429
reno,bbr,8,12,11902540,12459886,1153472,1198701,14289232,19912155,98,92,117,94,21162635,20391619,35397.30041302297,1430
bbr2,bbr,8,9,12294039,13554165,1375730,856188,13410098,19454236,116,89,120,105,22132827,20857428,35704.01355871029,1431
bbr,cubic,8,12,10251074,12221001,1318815,1135936,15017796,18366731,101,85,82,120,21401941,23466845,35197.62613666498,1432
bbr2,bbr,10,11,12082943,12614913,1409127,1519432,14079013,18788127,93,112,82,119,21658690,21159796,36367.722647281196,1433
bbr2,bbr,8,10,10512617,13013081,1352037,1055860,15492175,20208574,113,91,116,118,20952136,20539110,33135.25773554229,1434
bbr2,bbr,8,12,12846731,12761663,1452858,1101613,16014103,19038606,117,98,84,120,21153366,29706355,35955.09624834821,1435
bbr2,cubic,10,10,12528313,12374732,1278249,700489,14506271,14368383,100,90,83,107,22236360,21512357,36181.701098182544,1436
bbr,bbr,9,12,12217582,13289380,1393511,770085,17438923,18136023,114,88,111,109,21819564,29913475,36328.61589257418,1437
bbr2,bbr,8,9,11948489,13423297,1519847,890699,14839786,19727783,95,87,119,119,20800710,24736890,36591.75235966545,1438
bbr2,reno,8,11,10857394,12537388,1478933,724652,13293688,18537450,118,86,81,117,21319827,21738438,26402.28526249926,1439
bbr2,bbr,8,12,11636109,12778047,1343971,835852,14336524,16313222,112,83,80,108,21545368,22964126,36215.7382847038,1440
bbr2,cubic,10,10,13393498,13236112,1429241,806992,15230975,19349234,108,97,110,105,22420036,29060510,37218.2567429908,1441
cubic,bbr,8,9,12698833,13006950,1380435,1153765,12546995,19984513,105,88,118,83,21974604,20679571,37744.91810153403,1442
bbr2,bbr,9,12,10637428,12172454,1307053,1254531,13673214,19104280,99,85,117,106,21132042,29398310,35776.34326423103,1443
bbr,bbr,8,12,10436039,12315859,1365008,746575,12825608,18836625,103,90,81,101,21357326,21339863,35801.27719524067,1444
bbr2,bbr,10,9,12072591,15152513,1221240,1186002,14690834,19621274,102,100,116,104,21730751,29691101,32947.965390647434,1445
bbr2,cubic,11,10,12407723,12596899,1329040,1120002,13092250,20312810,120,95,115,116,20954683,20332338,30833.35171144309,1446
bbr2,bbr,8,12,13051494,10252913,1409142,1073150,14941450,18267503,110,89,85,118,21496646,21049118,36705.04635929658,1447
bbr2,bbr,8,10,11860320,12888517,1427745,1210589,19558258,18717266,101,99,87,110,22736005,25661244,35574.66002326519,1448
bbr,bbr,9,12,10267813,13119322,1348187,783355,15646855,16990484,115,87,83,107,20681126,28457050,34698.1525027972,1449
bbr2,cubic,10,10,12315531,12455392,1389614,758983,15089127,17913428,99,115,80,85,28261576,30009031,36518.762178568504,1450
bbr2,bbr2,8,11,12546473,11900003,1074309,913249,14491512,15680301,103,89,82,120,21254598,22398855,34255.86887339927,1451
bbr2,bbr,8,9,11058084,13445784,1288751,726794,14163175,19858603,111,84,114,99,22085826,28891240,36359.08451790863,1452
bbr2,bbr,9,12,12228710,12708071,1448753,1160875,13493207,12054125,118,86,117,87,21679464,22034982,32140.235907865204,1453
reno,bbr,10,12,11780676,13597263,1313768,870988,13881807,19453621,104,91,118,119,23160261,20868457,34868.79012238939,1454
bbr,bbr,8,9,12016957,12346836,731190,1227116,15405358,19163090,98,88,83,84,21445709,20496158,35319.51784015835,1455
cubic,cubic,8,10,10546559,12639460,1367465,1490871,14684129,20144991,100,83,81,118,21071293,22615490,34982.545442110546,1456
bbr2,bbr,10,11,12949130,14559307,1475917,1549056,13067074,18477714,117,85,84,117,21886425,29614482,36307.027506163264,1457
bbr2,bbr,8,12,10803774,16689071,1267859,1014172,15194719,19785543,119,88,100,108,21590100,25294610,37129.54696649067,1458
bbr2,bbr,8,10,13272576,12503517,1407807,800546,13304111,11762287,101,81,82,120,20906896,29226053,36396.314467744654,1459
bbr2,cubic,8,12,10336964,12875121,1337294,834454,14879603,19453894,109,90,80,106,26666529,21581102,30401.955905862244,1460
bbr,bbr,12,9,11477186,13224272,1383634,700541,14397098,18938941,102,99,119,119,21257194,21872653,36460.01836777182,1461
bbr2,bbr,9,12,12431882,13026379,1187241,1133608,14002825,18662800,100,97,85,103,22291338,30010417,35858.62091960351,1462
bbr2,reno,8,10,12661032,12160534,1425308,1185913,14581264,20391962,99,89,115,102,22502100,21303433,31693.32395347449,1463
bbr2,bbr,10,9,10164678,13367465,772574,1095512,12720020,19181283,120,87,81,116,21832668,20287214,35949.42589225296,1464
bbr2,cubic,9,12,12179132,12761136,1355437,946860,15474799,19924228,102,93,88,105,21367063,24028569,35577.36073117459,1465
bbr,bbr,8,10,12794009,12413337,1307570,757949,13564314,19723664,107,114,92,118,20660242,20610348,34061.208281292376,1466
bbr2,bbr,8,11,11595884,12581902,1453973,731110,15054848,18075581,100,98,116,107,21151700,29464937,35843.34499966458,1467
bbr2,bbr,10,12,12052516,12957701,1396310,1923049,12403134,18386750,88,84,118,120,21605761,29759908,37693.35880191616,1468
cubic,bbr,8,12,12323882,15410301,1329427,818739,12873930,19554184,101,90,84,86,22071576,22232987,35082.499375812644,1469
bbr2,cubic,8,8,11721951,13168964,1494358,1039575,13212996,19307719,103,86,91,119,20885727,21055049,37379.989875872496,1470
bbr2,bbr,9,9,10670327,12260571,1368961,782134,14237589,18927579,118,96,82,108,21444044,30184240,31607.069854926227,1471
bbr,bbr,10,10,11898406,12662798,1425278,985608,14783681,20125774,116,92,80,106,21708303,21573099,37386.62041068819,1472
bbr2,bbr,8,12,10017223,12813768,1297673,1170713,16423307,12194164,112,87,117,85,21127908,29225199,36120.19384993638,1473
bbr2,cubic,8,11,10408796,13664482,1245328,1233602,15233494,11913932,104,88,83,118,21935049,20749538,34944.72901052098,1474
bbr2,bbr2,8,9,12159654,14255347,1352238,748333,15753098,18701680,111,86,81,97,21316728,20463522,35365.8570518531,1475
bbr2,bbr,10,10,13111627,12497896,1398361,1139720,14625620,19648908,101,101,117,109,22164623,24902630,38228.70116600936,1476
bbr2,bbr,10,12,13401317,12450370,1411328,1078395,14609339,19312950,101,103,118,109,22271823,24935071,37025.906987316856,1477
bbr2,bbr,10,8,13020037,12351845,1434446,1087942,14453048,19508795,101,105,117,109,22372002,24546165,36015.63999335382,1478
bbr2,bbr,10,12,12992869,12007213,1458150,1117030,14749095,19205039,102,101,117,110,22680947,25614851,36212.58023993197,1479
bbr2,cubic,10,10,13295921,12254647,1404270,1111537,14527837,19091188,100,102,116,110,22480586,24720739,36508.01829968874,1480
bbr2,bbr,10,11,13149190,12504232,1390168,1125337,14870016,19580791,101,104,116,110,22232274,25003504,36381.06621585402,1481
bbr2,bbr,10,9,13201709,12410787,1441599,1139121,14411793,18523462,102,103,117,108,22522621,24687595,37101.03904570377,1482
bbr2,bbr,10,12,13278948,12308915,1418099,1107697,14771881,13419062,101,99,119,109,22880774,25196356,36749.58819612379,1483
bbr2,cubic,10,10,13066070,12528240,1393289,1078434,14365817,19385024,100,97,118,109,22221970,24738423,37639.9133644763,1484
bbr2,bbr,10,12,13103071,12126363,1423378,1142317,14620378,18967498,102,101,96,108,22109472,24393678,36486.67645605562,1485
bbr2,bbr,10,9,13406421,10038150,1391293,1131814,14965112,18205507,99,103,116,110,22437197,24833366,36259.131123363746,1486
bbr2,bbr,10,10,13207185,12451318,1474148,1120732,14675674,17775496,102,100,115,109,22163274,24922442,35053.25301365925,1487
bbr2,bbr,10,12,13099718,12234521,1453110,1094471,14936320,19690619,100,100,117,108,22714677,24864729,33320.20429190959,1488
bbr2,reno,10,8,12935451,12525599,1376225,1061136,14254501,19326579,101,102,118,108,22569722,25192910,30634.442698425624,1489
bbr2,cubic,10,12,13597322,12618807,1421304,1461781,14511094,18792223,103,99,119,107,22340071,24874218,35662.87843359992,1490
bbr2,bbr,10,11,13138316,12331027,1400021,870786,14747445,19105142,98,102,116,109,22029346,24313390,37756.40243751493,1491
bbr2,bbr,10,10,12871709,12422571,1377530,723430,15083940,19492095,100,101,115,109,22031799,25454311,36361.98445408093,1492
bbr2,bbr,10,9,13275860,12106526,1436850,1154559,14121582,18349500,101,98,117,108,22319810,25130775,35878.11392656811,1493
bbr2,cubic,10,12,12939087,12600827,1491705,768665,14359358,18565968,99,107,118,107,21918577,25041398,37094.80467162555,1494
bbr2,bbr,10,12,13058007,12321396,1415542,700056,14611224,19694650,103,101,117,108,23565645,25386074,35461.55439538373,1495
bbr2,bbr,10,10,12807760,14855683,1376823,1153219,14934574,16554083,101,104,118,107,22167148,22589609,37790.625018301536,1496
bbr2,bbr,10,8,13217797,12516190,1463957,810549,15284864,18848575,102,100,114,108,20593454,24996913,35688.00360768164,1497
bbr2,bbr,10,9,12802251,12630859,1405786,1038880,14769447,19245481,100,94,116,107,22507587,22152938,35679.89778288561,1498
bbr2,cubic,10,12,13384821,12371538,1376949,849066,20976720,17585655,102,105,120,110,22122212,24883810,35065.29748583152,1499
bbr2,bbr,10,11,12897575,12208375,1449373,1103306,14496175,19549613,103,113,115,107,20895763,24531149,34885.26291800644,1500
bbr2,bbr2,10,10,16671556,12486155,1365497,751127,15080803,18627875,105,100,116,109,21897136,29859659,35411.74995578074,1501
bbr2,bbr,10,12,13015874,15193945,1403264,789014,14187792,19035185,106,102,117,106,20786562,25127822,36096.13406065415,1502
reno,bbr,10,9,12645629,12707452,1436168,1427700,14881242,19910504,99,98,106,108,21813133,25038034,34212.67008741381,1503
bbr2,cubic,10,12,13553903,12569999,1563702,919727,15420893,18010165,101,99,118,110,22305059,24500977,32382.68400875366,1504
bbr2,bbr,10,11,12470920,12046866,1530246,895764,14358056,18315890,104,98,119,106,21015784,25214748,36534.98533131712,1505
cubic,bbr,9,10,12761789,12417724,1045771,965674,14555161,19350216,98,83,117,107,22092389,29570028,35746.05098258295,1506
bbr2,bbr,9,12,12356338,13532897,1357697,724585,17698670,11951481,101,84,119,107,22804689,22829221,35669.323246183405,1507
bbr2,cubic,10,9,12918260,12664449,1479705,1144130,15264847,19720748,100,96,115,84,23056434,26358790,33571.23104401443,1508
bbr2,bbr,10,10,13123963,12341930,1392576,783788,14688543,19980840,103,91,114,109,21063540,28803868,35879.080692996045,1509
bbr2,bbr,9,12,12638350,12182658,1430598,824138,15078499,18857553,110,85,118,86,20619490,21964960,36028.15386703362,1510
bbr2,bbr,10,9,12073494,15042580,1107040,1110479,14247038,20643114,99,83,117,106,22332137,29026621,37615.60871840426,1511
bbr2,reno,10,8,11916038,12492531,1353364,737194,14870309,18474479,102,104,90,115,22559446,29978600,31522.148641635904,1512
bbr2,bbr,9,10,12214785,12694510,1411989,1071691,14616969,12156806,100,101,116,108,21889942,24626457,36379.52000555107,1513
bbr2,cubic,11,12,12498862,12274279,1379762,758385,15595511,21553203,104,97,113,111,21221891,21781149,35622.0195049119,1514
bbr2,bbr,10,11,11838014,15246000,1455000,1498411,15207295,19121104,101,82,80,106,21649177,23837945,35743.40075427256,1515
bbr2,bbr,10,12,12333094,13411783,1347546,1007872,14392181,19508935,113,92,94,105,20853437,20135063,35788.55395369157,1516
cubic,bbr,9,10,13278445,15520947,1743051,1165434,14984699,18727306,84,99,118,109,21427114,29417749,36355.79112970857,1517
bbr2,cubic,10,12,12086386,12549230,1396598,856683,14678396,18244332,99,109,116,107,27213627,22239544,31499.20938509273,1518
bbr2,bbr,9,9,11982163,12733201,1428785,727053,15400115,19689576,102,84,120,108,21082282,25518920,36367.4073149203,1519
bbr2,bbr,10,10,11669093,12386948,1360745,1137539,14046606,19335420,109,91,117,80,21975353,28515969,36920.71512195981,1520
bbr2,bbr,9,12,12685665,13757843,1379219,804232,14925969,12917720,111,105,80,106,21310592,29671379,35248.74024721073,1521
bbr2,bbr,11,8,13022369,13980190,1336131,767426,14474133,20159837,90,85,115,107,23874537,24212603,37002.257997497196,1522
reno,cubic,10,9,12533677,12589977,1480384,1110286,14271648,19088638,97,98,116,108,21795584,29806598,35976.86976742391,1523
bbr2,bbr2,10,11,12177320,13533229,1413725,718479,12022294,11767002,98,95,117,105,22204762,30003377,34061.62319400806,1524
bbr2,bbr,10,12,12836760,12000259,1510290,835284,15934231,19916862,87,106,118,84,21615604,29319850,35928.57806725284,1525
bbr2,bbr,9,10,12430698,12191144,1452026,786728,14796897,18027991,100,115,80,93,21099169,21804189,34741.59395536766,1526
bbr2,bbr,10,12,11789799,12470257,1386689,751019,15186786,18495732,103,100,115,110,22667707,29630305,37167.71357591027,1527
bbr2,cubic,9,9,12277016,12772067,1341843,883372,14139001,16076358,80,96,119,104,20769580,20135123,34628.98320029854,1528
cubic,bbr,10,12,13507861,13321655,1426355,1175455,12545969,19534517,83,90,114,85,21439857,22427964,35850.23823637134,1529
bbr2,bbr,10,10,11536188,12619157,1362361,1089994,14622284,16761949,100,97,112,107,21994012,29075683,35462.00412594271,1530
bbr2,bbr,9,11,11953895,15331605,1400039,1140106,15590330,18908072,114,103,81,116,21271713,27038550,36272.19121686803,1531
bbr2,cubic,10,12,14877718,12319048,1440990,738480,15082499,19247752,108,85,117,83,21702541,28682586,36314.06882030254,1532
bbr2,bbr,8,9,12611171,12442006,1334112,1064277,14375939,19692347,102,91,116,87,21018066,22060230,35918.409291180935,1533
