-o cc_algo (Client),-o cc_algo (Server),-o cfcw (Client),-o cfcw (Server),-o init_max_data (Client),-o init_max_data (Server),-o init_max_streams_bidi (Client),-o init_max_streams_bidi (Server),-o init_max_streams_uni (Client),-o init_max_streams_uni (Server),-o max_cfcw (Client),-o max_cfcw (Server),-o max_sfcw (Client),-o max_sfcw (Server),-o sfcw (Client),-o sfcw (Server),Goodput (kbps),Test Number
3,1,87270,95750,11341770,14080185,102,95,118,88,20132659,20132659,90282,128233,92345,46774,45981.831147966026,236
2,1,91024,113667,14043498,13847380,103,94,119,87,20132659,20132659,95308,128128,56887,44609,46021.38621422533,237
3,1,105809,99794,14247368,14252075,101,91,120,89,20132659,20132659,92866,131026,87480,50087,45947.42720177554,238
2,1,94149,102746,15325618,13740331,105,93,116,87,20132659,20132659,97523,102328,95082,130089,45534.38226350489,239
2,3,100400,109473,12905356,13927746,104,90,117,103,20132659,20132659,64134,123802,59780,54981,44946.64446287616,240
3,1,103944,83887,13816234,13228984,102,92,118,90,20132659,20132659,85964,120691,90047,37641,46112.76359136762,241
3,1,86681,107034,14385622,13618366,112,88,120,87,20132659,20132659,16584,127445,93076,52207,45895.16439651248,242
3,1,83797,104866,14266178,13760349,111,96,119,86,20132659,20132659,41976,123620,109267,49104,45366.412143559035,243
3,1,89733,111533,14565133,13510432,113,93,120,88,20132659,20132659,103086,122511,86065,79987,45844.17280710719,244
3,1,78795,109194,14166388,13913967,102,92,119,85,20132659,20132659,48178,97820,99050,50966,46151.50328120667,245
2,1,87970,101441,14351896,14131147,104,89,120,92,20132659,20132659,94078,70710,89426,55243,46133.355771393566,246
2,1,92131,69917,10608346,14007882,112,93,107,84,20132659,20132659,127022,118289,84398,59645,46189.061892601145,247
3,1,95540,106243,14945355,10624172,109,91,118,83,20132659,20132659,106260,125643,91800,47792,45218.48627156725,248
2,1,84468,48210,14001921,15876645,114,80,117,91,20132659,20132659,100184,100608,101236,52130,45978.75637245794,249
2,1,89296,98067,14443844,13429039,110,94,119,115,20132659,20132659,54264,104180,87531,24672,46176.67960452111,250
3,1,93767,54572,12117955,13667737,107,90,120,113,20132659,20132659,89581,111016,54481,40513,45777.52578073456,251
2,1,81600,51134,14121134,13795748,111,89,118,86,20132659,20132659,119156,106921,76406,43622,46097.00220851722,252
2,1,97662,62518,13148169,13566028,103,83,116,88,20132659,20132659,104798,101441,104663,75369,45958.85588932542,253
3,1,90978,108832,10203451,14698163,105,92,90,87,20132659,20132659,56262,94700,62416,49787,45545.012889368605,254
2,2,113270,103750,10423391,13885478,108,91,120,105,20132659,20132659,96967,99184,79214,56941,45057.867877433004,255
3,1,108301,112959,15625898,12371526,112,102,119,85,20132659,20132659,100611,108933,71280,34791,46196.36216248068,256
2,1,102105,31437,14638137,14188599,100,90,117,89,20132659,20132659,103981,114913,83401,53295,46202.08698449137,257
2,1,86512,43809,11592482,13375859,106,88,118,111,20132659,20132659,60537,91227,95023,46806,46086.36556672837,258
3,1,92996,111056,12586136,13799166,110,97,119,110,20132659,20132659,109575,86885,90778,45755,45535.519256198524,259
2,1,99742,106956,14279681,14389982,113,92,94,86,20132659,20132659,29741,96241,69177,50884,45440.184781024844,260
2,1,89447,115278,15117655,14050791,109,93,102,82,20132659,20132659,101631,103108,87433,54934,46050.59159302748,261
3,1,96142,104596,14785382,11766259,111,99,115,90,20132659,20132659,92454,98249,89275,42007,45673.51574554922,262
1,1,105059,40508,14460025,10890701,112,90,120,91,20132659,20132659,107802,105225,58456,48950,46059.036728705694,263
2,1,66127,58248,10083702,13675432,114,100,117,100,20132659,20132659,113430,37422,127762,74448,45345.885975363206,264
2,3,109879,108885,14164939,13527843,105,95,118,87,20132659,20132659,97526,79797,84831,38805,43719.8587807067,265
3,1,85420,111648,14336222,15083363,115,91,119,86,20132659,20132659,105780,82773,92675,52292,46215.93419610047,266
3,1,91545,113045,13942624,13227163,114,91,93,109,20132659,20132659,106359,83770,92611,123500,45472.8470129573,267
2,1,87545,116593,10327697,15216668,115,89,116,112,20132659,20132659,111332,81691,66284,71307,45953.79535061059,268
2,1,95687,74081,11877965,15089279,107,91,118,88,20132659,20132659,81099,89341,94950,52208,46132.2394677029,269
3,1,102337,111601,14329885,14984593,116,88,83,86,20132659,20132659,18476,75716,61171,47610,46190.68962745074,270
2,1,85488,120588,15440923,15461959,106,90,119,87,20132659,20132659,104161,86112,80834,78049,45948.25772979037,271
2,1,98554,110537,14206368,14812386,115,87,117,89,20132659,20132659,108245,100722,91294,57927,46209.365917719355,272
3,1,93635,28993,15195854,13046395,103,89,119,92,20132659,20132659,101842,83326,88709,53844,46104.146709162065,273
2,1,90831,60786,14113226,14462609,113,91,118,84,20132659,20132659,67588,93407,52361,44677,45389.265361864964,274
3,1,89964,107774,10525268,13993112,105,90,115,87,20132659,20132659,106234,102131,64397,49854,46110.507684527605,275
2,1,107268,115259,15789374,10731160,113,91,119,113,20132659,20132659,58788,79680,82964,37004,46126.202215854755,276
2,1,83820,35592,12279942,13414217,108,94,95,86,20132659,20132659,110036,96423,86383,51566,46225.25519032095,277
2,2,81728,55740,10387984,13370430,108,94,96,107,20132659,20132659,114407,96783,85899,41041,44404.04540868558,278
2,1,94730,40304,12237770,13460996,107,94,95,102,20132659,20132659,110821,99181,56260,28176,46326.26947586299,279
2,1,88383,35218,12216828,13179847,107,94,99,102,20132659,20132659,110793,58536,57153,27056,45558.79063972658,280
2,1,94222,42033,12477420,13542873,108,96,97,104,20132659,20132659,112566,103724,54433,31700,45932.28162529794,281
2,1,50244,35232,12457362,13322078,107,94,95,101,20132659,20132659,111382,99555,56091,30078,45921.896828837824,282
2,1,92414,39684,12358441,13456512,106,93,95,88,20132659,20132659,117104,94814,59192,48227,45980.873386908024,283
2,1,87992,36917,12946394,14230736,108,82,94,99,20132659,20132659,109161,107069,79017,19282,45618.12759533541,284
2,1,91916,39124,12175049,13652529,104,95,96,102,20132659,20132659,23365,99045,74138,54897,46204.88630279743,285
2,1,95786,32381,12738095,13309733,109,84,95,108,20132659,20132659,62994,102155,81755,61843,45534.33283032797,286
2,1,103814,45415,12026222,13441722,106,93,93,105,20132659,20132659,109057,96296,60405,25077,46151.40171696299,287
2,1,83590,39125,12278300,13865467,107,95,97,114,20132659,20132659,65617,92566,119223,81188,46177.035470838964,288
2,3,89673,36777,12662665,14119022,109,101,93,85,20132659,20132659,37717,72910,86609,21868,44833.50061836672,289
1,1,99282,41422,15340084,13709356,107,92,116,81,20132659,20132659,112832,104965,62913,51337,46156.12492723289,290
2,1,93737,37991,12632561,12950441,110,88,92,88,20132659,20132659,51234,128642,52445,28661,45325.574295756574,291
2,1,107062,67044,10672633,13145177,105,89,109,86,20132659,20132659,57924,100513,85001,45999,46043.387862727315,292
2,1,110890,47327,15533134,13939885,108,94,117,83,20132659,20132659,70394,98037,71652,72848,45609.843356658566,293
2,1,60492,102631,10301262,11405450,104,100,116,80,20132659,20132659,72954,109240,56476,56816,46092.291090074,294
2,1,73060,25635,10471636,10488377,106,92,97,87,20132659,20132659,107426,102908,76544,48892,45944.05506314659,295
3,1,87294,42713,10157565,13811896,109,93,94,85,20132659,20132659,104029,46056,88401,33625,45537.620370365345,296
2,1,100765,52629,10764884,13584500,103,96,95,106,20132659,20132659,21003,90688,67914,68888,46186.72222473046,297
2,1,96790,105321,15028996,12633134,111,89,118,89,20132659,20132659,83904,105333,46623,76519,46139.191874634584,298
3,1,78777,107686,15991628,12201505,108,90,117,111,20132659,20132659,91241,93835,58625,53183,45643.32123049567,299
2,1,90735,32669,15278494,14315729,110,92,117,88,20132659,20132659,75454,100669,83973,50786,45883.34070833973,300
2,2,94106,58009,12813650,13471377,105,98,98,86,20132659,20132659,87666,54357,86689,27568,43926.95709001336,301
3,1,82380,18403,11881795,14047381,108,114,115,90,20132659,20132659,94578,62309,61837,46849,45839.51322271373,302
2,1,85352,63696,15678140,13768824,112,93,118,87,20132659,20132659,110149,96711,78127,103005,45887.030249986325,303
3,1,92322,21883,15441975,10177966,107,88,120,86,20132659,20132659,114643,99159,124635,43081,45987.88108707296,304
2,1,105009,98154,10958151,13282387,111,94,118,84,20132659,20132659,18055,107829,88780,55346,46155.36305373618,305
2,1,88400,105961,10098488,13630684,102,87,119,82,20132659,20132659,99261,102740,82383,50702,45987.95672138625,306
3,1,97430,50171,10019534,13937580,106,102,120,104,20132659,20132659,102471,112842,64313,83594,45870.996353224815,307
2,1,102864,101172,10255707,13399160,110,90,118,100,20132659,20132659,107876,130940,54961,48837,46029.97218538177,308
1,1,91027,54986,14541166,13693420,105,97,116,89,20132659,20132659,104569,87935,90195,59042,46142.51657610818,309
2,1,86341,109339,13497194,11607177,104,92,119,112,20132659,20132659,25958,96341,69690,44211,45401.3517667791,310
3,1,89674,44805,12340887,14156346,113,95,117,87,20132659,20132659,45182,56948,86417,23706,46074.493783030564,311
2,1,94437,60922,14023524,13514357,109,89,120,85,20132659,20132659,61791,100917,73438,52174,45936.96008954539,312
2,3,100206,37162,10555024,13823026,112,91,96,109,20132659,20132659,55616,68434,96572,79432,45261.036029230854,313
3,1,95464,103949,14282304,14557575,87,86,94,88,20132659,20132659,96974,77782,91718,46349,45292.34065276067,314
2,1,113199,113865,15108931,11195047,111,90,116,90,20132659,20132659,109925,49957,93449,36056,45971.32316352724,315
2,1,91760,33740,14926272,12786637,101,103,118,83,20132659,20132659,77967,105398,66231,73849,45443.45873981009,316
3,1,98123,108641,15613799,13062909,106,93,119,85,20132659,20132659,100909,31481,83897,53111,45452.96327723106,317
2,1,105452,117634,11416688,13223267,107,90,111,86,20132659,20132659,106937,98559,60509,50035,46178.026841647494,318
2,1,88656,110694,13759187,13964848,114,88,105,88,20132659,20132659,94358,94544,57706,88892,46099.38346268765,319
3,1,92444,92994,14396974,13611924,110,89,117,87,20132659,20132659,33030,101773,80552,55779,46114.208501594745,320
2,1,101532,106452,15238423,13425790,103,92,120,84,20132659,20132659,64498,92033,49623,47807,45516.19809939696,321
2,1,84620,112897,13190995,14075220,113,100,119,91,20132659,20132659,98775,40314,88863,77055,46149.47208126296,322
3,2,108471,103819,14083775,14256927,108,94,114,116,20132659,20132659,112480,103630,86942,38939,44934.3415865901,323
2,1,86911,40660,11696944,13736964,91,91,118,106,20132659,20132659,106213,128669,75170,53462,46071.381299823974,324
2,1,93796,56965,12585934,13879391,80,95,117,97,20132659,20132659,68543,98294,90985,50282,46241.79264914626,325
2,1,96194,56723,12473922,13889408,84,97,116,96,20132659,20132659,65961,97608,93117,51366,46136.8065062042,326
2,1,93906,52847,12584986,14016211,104,96,101,101,20132659,20132659,69335,99579,63347,70676,46060.45298281314,327
2,1,98622,57803,12598863,13867122,83,95,91,98,20132659,20132659,66755,94292,85203,66122,46212.547989971485,328
2,1,94674,58778,11091319,14143327,106,95,117,95,20132659,20132659,71309,96305,90575,44662,46074.21541375085,329
2,1,90896,51085,12873543,12041568,93,89,93,94,20132659,20132659,68435,106837,82397,30943,46049.60568628592,330
2,1,96932,61754,12744709,13709197,105,94,117,110,20132659,20132659,62488,100835,53780,55362,45866.48178514193,331
2,1,103156,55984,12399849,13831345,107,90,95,112,20132659,20132659,29631,98537,95017,41132,46189.69771287265,332
2,3,92824,53577,13006871,14009294,99,87,115,91,20132659,20132659,16813,103143,78893,58259,43602.46251853022,333
2,1,90679,64505,12093324,13758666,109,101,118,97,20132659,20132659,60996,94900,72373,47939,46139.0903645703,334
2,1,100233,37311,12256983,11867881,96,85,116,114,20132659,20132659,115872,100352,87993,53761,45515.35842103321,335
1,1,106392,55212,10650272,12499651,110,91,117,97,20132659,20132659,111109,97448,113914,34737,46308.776776186605,336
2,1,107011,55227,10693948,12280972,110,91,117,93,20132659,20132659,111202,92372,121382,39445,46282.12838221809,337
1,1,106491,53981,10769961,12482348,110,91,117,95,20132659,20132659,111179,89990,123789,34370,45532.94874494929,338
1,1,109258,55971,10620462,12659573,111,90,115,93,20132659,20132659,110356,91843,130830,37814,46023.229402696015,339
1,1,111117,58354,10746038,12335150,111,91,117,97,20132659,20132659,112842,92850,118334,35272,45589.34412731918,340
1,1,107929,56215,10447127,12213335,110,92,118,99,20132659,20132659,117432,96486,108967,39606,46218.02217951656,341
2,1,107200,60012,10582058,12344322,109,89,117,94,20132659,20132659,114390,89331,113520,33753,46229.38207677666,342
1,1,105018,60955,10688023,12162913,80,88,116,93,20132659,20132659,115868,86716,114069,37502,46246.17744168238,343
1,1,109716,59935,10670285,12932549,81,88,116,94,20132659,20132659,108689,89015,113833,32628,46268.82844322854,344
1,1,115044,51375,10903690,12396634,80,88,89,94,20132659,20132659,108512,87550,111549,37065,46051.1730449982,345
1,1,110740,58568,10640861,12534486,81,87,115,97,20132659,20132659,115996,85979,115701,31202,46087.27708653704,346
1,2,105103,53698,10885619,12786875,80,86,116,94,20132659,20132659,113497,88783,111763,39522,45117.410788238914,347
1,1,106088,60167,10721907,12974308,81,87,114,93,20132659,20132659,104620,90401,120394,27825,45371.123275787,348
1,1,109484,63144,10825635,12472682,112,88,116,93,20132659,20132659,108016,85432,117609,32407,46075.22768180078,349
1,1,113225,54943,10526904,12849543,80,88,118,92,20132659,20132659,112388,88986,126992,29460,46188.17177362829,350
1,1,119275,50687,10665109,12881318,81,89,117,95,20132659,20132659,121407,91886,121934,35392,45729.96092955709,351
1,1,104481,56291,10441487,12695782,82,86,113,92,20132659,20132659,118998,87741,128233,25507,45517.8528503842,352
1,1,103122,58922,10598809,12625501,80,89,116,93,20132659,20132659,106440,94115,106283,33515,45647.841652432224,353
1,1,111726,65769,10479161,12990785,81,88,115,118,20132659,20132659,103838,18154,114857,41516,45496.76995261368,354
1,1,107529,48437,10988554,14361831,82,99,119,92,20132659,20132659,115281,86280,123405,36792,46009.345999429584,355
1,1,102532,60885,10401746,12273902,82,82,120,98,20132659,20132659,109374,91303,120586,32359,45266.62907312124,356
1,3,105152,52681,10731100,13106782,81,90,118,96,20132659,20132659,107461,98258,113517,42662,44885.7257364166,357
1,1,108243,56824,10228595,14475741,80,91,117,93,20132659,20132659,111694,95442,125741,38122,46104.552137292354,358
1,1,104139,69158,10796260,14119472,89,87,118,94,20132659,20132659,102362,109849,117502,26968,45642.3278511737,359
1,1,109986,54301,10319883,12768017,80,103,116,96,20132659,20132659,53116,84810,109169,29428,45508.88899739054,360
2,1,101887,114463,15858909,12107396,113,81,119,91,20132659,20132659,106110,93901,102892,35697,45991.890048532514,361
2,1,106607,110185,10601629,13612934,102,84,108,90,20132659,20132659,57302,98409,131015,43675,45470.086396659266,362
2,1,116333,57899,11123172,14669739,104,89,120,95,20132659,20132659,110829,87541,114775,39949,45377.20993660742,363
1,1,100653,62901,10362315,14224726,111,92,115,93,20132659,20132659,35914,104546,112649,44839,45408.92132938678,364
2,1,34705,28236,11254495,13910692,103,88,117,92,20132659,20132659,101996,91389,57044,32963,46174.56993828425,365
2,1,98300,60303,10450028,13169434,114,101,98,91,20132659,20132659,104149,100859,110403,42342,45184.04646918842,366
2,1,112288,127085,10168141,12589334,112,90,100,89,20132659,20132659,108884,97405,106703,37880,45564.43276990271,367
2,1,104927,49092,10886841,13628403,113,91,119,81,20132659,20132659,117441,103456,69591,60821,45440.627845588904,368
2,2,108323,87482,10665166,14012452,101,96,118,95,20132659,20132659,114253,99386,60155,46474,44009.32166132067,369
1,1,101108,23679,10539119,12882293,111,91,99,93,20132659,20132659,105672,106439,62039,30423,45937.71476981057,370
2,1,103171,83259,10753432,13778638,114,89,116,90,20132659,20132659,41601,92744,67388,49769,45614.55557851464,371
2,1,95978,80102,10290065,13917776,105,92,120,92,20132659,20132659,110958,95482,75162,41531,45228.79918908937,372
3,1,109659,112215,13385761,14280538,112,117,118,103,20132659,20132659,107710,89076,65645,34527,45620.63330206251,373
2,1,106470,108286,12668130,13254736,80,88,119,94,20132659,20132659,59982,84744,117209,40090,46286.26543039575,374
2,1,107082,109073,12742382,13299252,81,104,103,94,20132659,20132659,60961,82048,119632,39860,46062.07166558768,375
2,1,105889,107495,12659327,13266322,80,89,120,96,20132659,20132659,54817,83546,114878,37104,46178.6369371492,376
3,1,103781,118879,12537913,13478540,81,90,119,99,20132659,20132659,64089,85562,118340,43827,46141.55210955239,377
2,1,109528,74259,12874953,13617632,80,91,114,95,20132659,20132659,59458,86907,116028,37984,46165.44721599273,378
1,1,99577,111225,12667840,13369749,85,93,120,94,20132659,20132659,57274,119138,110581,40356,46113.980351854734,379
2,3,114516,108556,12476005,11907754,80,102,119,91,20132659,20132659,58603,84929,113783,63869,43567.88238978587,380
3,1,106269,115624,10529981,13134859,81,88,117,93,20132659,20132659,113640,102059,58265,45959,46084.669223078025,381
2,1,112038,113374,15715371,13529432,82,90,115,97,20132659,20132659,108750,26592,122194,34694,45500.1754678102,382
2,1,102279,110105,13067476,13735963,83,92,120,94,20132659,20132659,62883,89487,117498,48090,46132.645390067024,383
3,1,98260,106631,10173151,14842363,115,89,118,81,20132659,20132659,74531,106904,54218,23055,46005.005999741144,384
2,1,107068,112529,10006829,14098347,112,98,117,90,20132659,20132659,111985,112238,129009,57044,46144.7502324123,385
1,1,95113,104568,10866866,13853730,110,95,92,100,20132659,20132659,59569,84534,55868,53659,45944.65899188688,386
2,1,104110,110327,10650345,13317450,100,88,119,82,20132659,20132659,68394,104327,61201,85336,45421.28873836191,387
2,1,100836,101360,10295833,13546086,113,107,116,92,20132659,20132659,84812,100490,125065,43314,45536.13721082605,388
3,1,109141,96999,12573576,13697343,120,92,119,92,20132659,20132659,109673,121884,116105,31472,46203.46115290982,389
